borough,neighborhood,sqft,bedrooms,bathrooms,floor,age,has_garage,has_elevator,has_doorman,subway_dist,price
Manhattan,SoHo,653,2,3,15,44,0,0,1,0.69,1433499
Brooklyn,Flatbush,1611,1,2,32,78,0,1,1,1.33,1357065
Queens,Forest Hills,728,1,4,34,83,0,0,0,1.02,879474
Manhattan,Harlem,2991,5,3,43,83,1,0,1,0.61,2943291
Manhattan,Chelsea,3230,0,4,31,44,1,0,0,1.9,2938858
Brooklyn,Bay Ridge,3444,5,1,14,54,0,1,0,0.46,1916317
Staten Island,Great Kills,1820,0,4,47,58,0,0,1,2.02,1019968
Manhattan,Upper East Side,1940,0,3,14,4,0,0,0,1.45,2441171
Manhattan,SoHo,3292,5,2,48,31,1,1,0,2.1,2030984
Queens,Astoria,1592,1,2,29,5,0,0,1,0.11,1707581
Bronx,South Bronx,2116,2,3,47,93,1,1,0,1.9,1437378
Brooklyn,Bay Ridge,2813,1,2,19,25,1,1,1,0.22,2544571
Brooklyn,Flatbush,1601,1,4,27,36,1,1,1,2.38,1362293
Staten Island,Annadale,1054,1,2,9,12,1,0,1,1.79,830865
Staten Island,Stapleton,1785,5,2,37,92,0,1,1,0.87,1402349
Brooklyn,Williamsburg,1159,5,4,37,68,0,0,0,0.87,1628997
Staten Island,St. George,3086,5,4,43,24,0,1,1,2.17,1513116
Queens,Long Island City,2198,1,4,28,12,1,0,0,2.27,1875318
Brooklyn,Bay Ridge,1463,2,1,24,87,1,1,0,2.24,1155571
Staten Island,Great Kills,3371,0,4,28,94,0,1,1,2.04,1718720
Brooklyn,Williamsburg,815,4,4,36,19,1,0,1,2.07,1338930
Bronx,Fordham,654,0,1,18,71,1,1,1,1.47,665999
Manhattan,Financial District,1566,0,2,25,59,1,0,0,0.17,1592182
Brooklyn,Bushwick,2276,4,4,35,72,0,1,1,0.31,1491401
Manhattan,Midtown,3157,1,3,4,20,0,0,0,1.66,2027760
Staten Island,Annadale,3024,2,4,14,60,0,1,1,1.06,1336391
Manhattan,Chelsea,1299,2,4,39,83,1,1,1,1.46,1613572
Brooklyn,Williamsburg,2458,0,1,26,78,0,0,0,0.65,1489791
Bronx,Riverdale,425,4,3,8,25,0,1,0,1.66,774180
Staten Island,Great Kills,3404,3,2,24,53,0,0,1,0.68,2469357
Brooklyn,DUMBO,820,1,2,16,41,1,0,1,1.21,1106239
Staten Island,Stapleton,1644,0,3,20,10,1,1,1,1.25,1028378
Queens,Long Island City,2276,2,4,15,36,1,1,0,0.53,1378622
Manhattan,Upper East Side,2943,5,1,7,10,1,1,1,2.2,2834018
Queens,Jamaica,1660,5,3,17,26,1,0,1,1.36,1497158
Brooklyn,Flatbush,2684,4,3,22,93,0,0,0,2.18,2466421
Bronx,Pelham Bay,1408,4,2,22,82,0,1,1,0.73,799106
Staten Island,Annadale,618,0,1,12,33,1,0,0,0.51,766033
Manhattan,Upper East Side,1910,3,3,18,37,1,1,0,0.14,2045376
Staten Island,Tottenville,2359,2,1,46,60,0,1,1,0.33,1893543
Brooklyn,Park Slope,2908,0,4,47,86,1,1,1,0.45,2327782
Staten Island,Tottenville,1062,3,2,15,52,1,0,0,0.29,944934
Manhattan,Harlem,3082,4,4,37,64,1,0,0,2.25,2668480
Brooklyn,DUMBO,1389,5,1,16,2,1,1,1,2.29,1646006
Staten Island,Tottenville,588,1,4,5,66,1,0,0,2.35,574076
Bronx,Riverdale,654,5,2,2,27,0,1,0,2.4,640734
Brooklyn,Park Slope,467,2,1,28,13,0,1,1,1.28,1009207
Brooklyn,Bay Ridge,1015,2,3,41,51,1,0,0,1.37,1077868
Bronx,South Bronx,2783,5,4,27,29,1,1,0,0.41,1621071
Queens,Flushing,3118,5,2,31,57,0,1,0,0.43,2564111
Manhattan,Midtown,3268,3,3,41,53,1,1,0,1.95,2769410
Queens,Long Island City,1273,0,2,36,68,0,1,0,2.15,1182212
Staten Island,Tottenville,2747,4,1,47,14,1,1,0,1.98,1900764
Bronx,Norwood,2025,3,1,43,37,0,0,1,2.1,1524667
Queens,Long Island City,756,1,4,1,77,0,0,1,0.76,1002868
Brooklyn,Flatbush,655,5,2,29,13,1,1,1,1.22,1403909
Staten Island,Annadale,1407,1,2,1,56,1,0,1,1.2,958581
Staten Island,Tottenville,2800,1,2,8,58,0,1,0,2.49,1367180
Queens,Forest Hills,2155,3,1,16,7,1,1,1,2.38,1467732
Queens,Astoria,2971,4,4,28,71,0,1,0,1.54,1771113
Bronx,South Bronx,3397,2,2,22,18,1,1,1,0.43,1649115
Manhattan,SoHo,3203,0,2,18,31,1,0,0,0.72,2841170
Queens,Jackson Heights,683,2,3,22,94,1,0,1,0.97,950052
Queens,Flushing,498,4,2,41,28,0,1,0,2.2,1072657
Brooklyn,Williamsburg,596,2,4,12,40,0,0,1,0.51,1042661
Staten Island,St. George,2929,5,3,19,74,1,1,1,0.63,1835786
Manhattan,SoHo,1277,5,3,25,44,0,0,1,0.94,1788550
Brooklyn,Bay Ridge,2268,3,3,5,12,1,1,1,2.32,2038843
Bronx,Mott Haven,3062,1,1,34,26,0,1,1,1.31,1824019
Bronx,Mott Haven,3065,4,3,39,18,1,1,0,1.65,1637806
Queens,Long Island City,1788,4,2,10,25,0,0,1,1.03,1703265
Queens,Astoria,2815,2,1,47,52,0,0,0,0.55,1470665
Bronx,Riverdale,969,3,1,7,50,0,1,1,0.63,808239
Queens,Forest Hills,3037,2,1,37,36,0,0,1,2.03,1752892
Manhattan,Chelsea,1465,2,1,47,8,0,0,1,2.24,1877873
Queens,Flushing,821,4,1,15,91,0,0,0,1.28,895312
Staten Island,Great Kills,3283,2,1,42,95,1,0,1,0.96,2266545
Queens,Long Island City,1604,1,1,24,51,1,0,1,2.04,1136881
Brooklyn,Bushwick,944,2,3,26,53,0,0,0,1.72,1395348
Manhattan,Harlem,470,1,4,26,2,1,0,0,0.2,1651893
Brooklyn,Flatbush,1623,4,2,46,95,0,0,0,0.94,1323679
Brooklyn,Bushwick,1167,3,2,26,68,1,0,0,1.74,1240048
Staten Island,New Dorp,2754,5,3,10,7,1,0,1,1.48,1938883
Manhattan,Midtown,2106,1,3,17,13,1,0,0,2.45,1697810
Manhattan,Financial District,2824,3,1,14,2,1,0,0,2.18,1997434
Manhattan,Financial District,1054,3,4,2,23,0,0,1,0.24,1619589
Manhattan,Financial District,3125,1,1,48,12,1,1,0,1.84,2695204
Manhattan,Harlem,2846,4,3,13,42,1,1,0,0.91,2166543
Staten Island,Stapleton,2196,0,1,27,28,1,0,0,1.74,1275786
Queens,Astoria,620,3,2,9,71,0,0,1,1.58,793696
Brooklyn,DUMBO,581,3,2,7,50,1,0,0,1.31,852650
Manhattan,Chelsea,706,4,1,48,41,0,1,0,2.15,1459101
Queens,Flushing,2969,4,4,10,30,0,1,0,1.8,2390210
Queens,Forest Hills,1819,2,1,9,62,1,0,1,2.23,1423804
Brooklyn,Williamsburg,1413,4,1,22,25,0,0,1,0.78,1292230
Staten Island,New Dorp,2451,3,4,23,17,1,0,0,0.94,1202991
Bronx,Norwood,3310,1,4,7,81,1,0,1,1.59,1685080
Bronx,Mott Haven,1247,0,4,48,56,1,0,0,2.42,791165
Queens,Forest Hills,1203,2,2,9,6,1,1,1,0.99,1379523
Brooklyn,Bay Ridge,614,1,1,27,47,1,0,1,0.18,1125032
Bronx,Riverdale,3419,0,3,24,79,1,1,0,1.17,2393818
Queens,Astoria,1843,0,4,29,59,1,0,0,1.41,1661346
Staten Island,Stapleton,500,0,4,17,32,0,0,0,2.02,683730
Bronx,Riverdale,3410,5,1,20,2,0,1,1,1.85,2137177
Queens,Astoria,972,1,3,7,3,1,1,0,2.42,1224291
Queens,Astoria,1732,2,1,43,99,1,0,1,1.98,1296754
Manhattan,Chelsea,1057,2,1,40,3,0,1,1,0.82,1500014
Staten Island,New Dorp,3386,0,4,7,41,1,0,0,1.64,1765983
Manhattan,Midtown,1933,1,4,28,8,0,1,1,1.71,1834576
Brooklyn,Bay Ridge,2056,5,2,19,50,0,1,1,2.5,1858660
Manhattan,Harlem,625,0,3,20,16,1,0,0,0.43,1564843
Manhattan,Chelsea,504,4,3,44,16,1,0,1,0.56,1689447
Bronx,South Bronx,2397,2,4,39,96,0,1,1,0.47,1395438
Queens,Jackson Heights,1171,3,4,40,19,0,0,0,1.51,1389325
Staten Island,St. George,828,0,4,7,13,1,1,0,0.42,821168
Manhattan,SoHo,833,4,3,6,21,1,1,0,1.67,1552258
Staten Island,New Dorp,1630,2,2,25,51,0,0,1,2.03,1346015
Manhattan,Upper East Side,3499,5,3,41,26,0,1,1,1.14,3259191
Brooklyn,Williamsburg,3129,1,4,13,42,0,0,1,1.45,2206392
Manhattan,Financial District,3035,2,4,39,2,1,0,0,2.29,2319512
Bronx,South Bronx,1265,1,2,40,87,1,1,1,1.47,1171449
Queens,Jackson Heights,3193,1,1,22,93,1,0,1,0.6,2266270
Brooklyn,Williamsburg,3311,5,1,49,7,0,1,1,0.92,2055826
Manhattan,SoHo,2815,5,3,17,85,0,1,0,1.37,2726856
Staten Island,St. George,650,0,1,48,88,1,0,0,0.47,784219
Brooklyn,DUMBO,3306,0,1,22,9,0,0,0,1.57,1615772
Brooklyn,DUMBO,1255,2,3,34,28,0,1,1,2.5,1555725
Manhattan,Chelsea,1593,5,4,8,39,0,0,1,1.67,1768895
Brooklyn,Bay Ridge,960,4,1,49,64,0,1,0,0.99,1182689
Staten Island,Tottenville,1869,2,4,45,20,0,1,0,0.9,1609541
Brooklyn,DUMBO,2741,3,3,18,23,1,1,1,2.34,2248557
Staten Island,St. George,1318,1,4,24,72,1,1,0,2.19,812410
Manhattan,Chelsea,1573,1,4,42,59,1,1,1,1.23,2294918
Queens,Flushing,832,0,3,2,25,1,0,0,0.95,910521
Brooklyn,DUMBO,2506,4,4,2,8,1,1,0,1.81,2412530
Queens,Jackson Heights,1368,5,1,27,19,0,1,0,0.85,1552859
Staten Island,Tottenville,1235,5,1,14,55,0,1,1,0.39,952205
Brooklyn,Park Slope,2646,0,1,48,98,0,1,0,0.84,1401916
Bronx,Norwood,2662,3,1,39,35,1,1,1,1.14,1597041
Queens,Jackson Heights,1297,2,4,12,35,0,1,0,0.71,1003160
Brooklyn,Bay Ridge,871,2,1,32,72,0,0,0,0.62,1074918
Queens,Astoria,646,4,4,28,21,0,0,1,0.11,1119173
Brooklyn,Bay Ridge,2829,0,2,28,0,1,1,1,1.61,1774913
Manhattan,Midtown,1390,0,4,46,68,0,1,0,1.57,1901358
Queens,Jackson Heights,1326,3,1,25,72,0,1,1,0.55,1046897
Bronx,South Bronx,1591,2,2,4,36,1,0,0,2.36,1018477
Bronx,Riverdale,3007,0,3,26,82,1,1,1,1.08,1227256
Staten Island,Great Kills,1474,5,4,36,71,0,1,1,0.16,1490716
Brooklyn,Bay Ridge,2234,4,1,3,95,1,1,0,0.63,1611106
Queens,Flushing,1088,2,1,1,12,0,1,0,1.76,1134828
Staten Island,Stapleton,2827,3,1,17,83,1,1,1,0.58,1167387
Queens,Forest Hills,2921,4,3,7,99,0,1,1,0.23,1348248
Brooklyn,Flatbush,3144,1,2,48,42,0,0,0,1.58,1631339
Bronx,Pelham Bay,1884,5,2,5,36,1,1,1,1.34,1003545
Manhattan,Upper East Side,3358,3,1,19,93,1,1,1,1.93,2077898
Bronx,Fordham,1359,4,4,39,73,1,1,1,1.95,1003307
Staten Island,Stapleton,877,0,1,46,94,1,1,1,2.4,763688
Manhattan,Financial District,3451,1,1,34,24,0,1,0,0.24,3167896
Staten Island,Great Kills,3373,3,4,35,92,1,1,0,0.19,1787547
Brooklyn,Bay Ridge,1106,0,1,49,87,0,1,1,2.47,1244102
Manhattan,SoHo,3301,5,3,16,20,0,1,1,1.65,3242025
Staten Island,Great Kills,1537,1,1,40,40,0,1,0,1.82,1294111
Brooklyn,Bay Ridge,3464,2,3,47,72,1,0,1,0.33,2433352
Bronx,Norwood,1153,0,1,39,41,0,0,1,0.27,1143557
Brooklyn,Bushwick,2950,4,2,27,41,0,0,1,0.48,2550868
Queens,Jamaica,2059,3,4,41,1,1,1,1,1.13,1585129
Brooklyn,DUMBO,3264,1,2,38,67,0,0,1,0.36,2204903
Brooklyn,Williamsburg,987,0,1,25,7,0,0,0,1.17,1188832
Queens,Astoria,1734,2,1,26,95,0,0,1,1.45,1476526
Staten Island,Annadale,1892,3,3,14,60,1,0,1,0.1,1607478
Staten Island,St. George,2247,3,1,14,13,0,1,1,0.37,1255712
Brooklyn,Flatbush,3155,0,1,14,76,0,0,0,1.0,2230044
Queens,Jamaica,606,2,1,25,20,0,0,1,0.23,919392
Queens,Flushing,2598,5,2,36,23,1,1,1,0.42,1712143
Bronx,Riverdale,3115,5,3,4,49,1,0,0,0.66,2157198
Staten Island,St. George,2975,1,2,47,81,1,1,0,1.13,1606482
Manhattan,Chelsea,564,0,3,15,44,0,0,0,1.82,1369730
Staten Island,Stapleton,3364,1,2,32,63,0,0,0,0.42,2483423
Staten Island,Stapleton,2398,5,1,18,63,0,0,1,1.87,1314956
Bronx,South Bronx,3457,3,2,14,25,0,1,1,2.15,1884360
Manhattan,Chelsea,2484,1,2,1,31,0,0,1,1.66,2538787
Bronx,Norwood,732,2,3,42,56,1,0,0,0.2,982799
Manhattan,Midtown,802,4,3,20,52,0,1,1,1.16,1861799
Brooklyn,Park Slope,813,5,2,10,32,0,0,0,1.68,1217445
Manhattan,Chelsea,444,5,3,10,51,1,0,0,2.45,1460881
Bronx,Mott Haven,2653,2,3,24,94,1,0,1,2.38,1192449
Staten Island,St. George,461,1,3,34,17,0,0,0,1.05,876644
Manhattan,Chelsea,2867,0,4,28,34,1,0,0,1.58,2927934
Manhattan,Chelsea,1267,3,3,27,11,1,1,1,2.24,2029960
Queens,Long Island City,1891,4,4,40,50,1,1,1,2.09,1300356
Staten Island,Stapleton,3267,0,4,1,88,0,1,0,1.25,1186718
Brooklyn,Williamsburg,418,0,3,33,94,1,0,1,0.73,882779
Bronx,Mott Haven,764,2,2,4,9,0,0,1,0.43,904287
Brooklyn,DUMBO,3478,1,3,7,51,1,0,0,1.27,2215947
Staten Island,Stapleton,2875,5,1,9,33,0,0,0,1.83,1871338
Manhattan,Midtown,1540,5,2,16,66,0,0,1,2.43,1840662
Manhattan,Harlem,979,2,4,5,38,0,1,1,2.17,1789735
Staten Island,Stapleton,945,1,4,34,7,1,1,0,0.59,1146411
Manhattan,Midtown,2129,2,2,23,95,1,1,1,1.83,2045433
Manhattan,Chelsea,2772,5,2,43,28,1,0,0,0.79,2476499
Manhattan,Midtown,454,0,3,25,21,0,1,0,1.74,1396689
Bronx,Fordham,1177,3,4,13,83,1,1,1,1.7,780564
Bronx,Norwood,3439,1,1,24,69,1,1,1,0.75,2500710
Queens,Astoria,441,4,3,11,60,0,1,1,0.66,939981
Brooklyn,Flatbush,1720,4,2,17,42,1,0,1,0.35,1832873
Staten Island,St. George,630,0,4,37,48,0,0,1,0.22,999731
Staten Island,Great Kills,852,2,2,13,28,1,1,0,2.16,856582
Staten Island,New Dorp,2841,2,2,27,80,0,1,1,0.22,1367217
Queens,Jamaica,1945,5,2,20,30,0,1,0,0.31,1748022
Bronx,Mott Haven,1781,0,3,33,52,1,1,1,0.67,1049171
Queens,Long Island City,1867,5,1,42,33,0,1,0,2.23,1475913
Staten Island,Great Kills,1551,5,1,32,37,1,1,1,0.9,1068958
Brooklyn,Park Slope,3138,4,4,8,56,1,1,1,0.56,1994238
Manhattan,Financial District,2839,5,2,29,3,1,1,0,1.82,2734053
Bronx,Fordham,1616,5,1,40,1,1,1,1,0.87,1128911
Bronx,Norwood,3051,4,2,19,11,0,0,1,0.9,1257837
Queens,Forest Hills,1280,2,4,6,34,0,1,0,1.87,1266022
Bronx,Fordham,484,1,2,44,69,0,0,0,0.7,733348
Staten Island,St. George,1453,3,1,39,71,1,0,0,2.25,1104047
Staten Island,New Dorp,448,5,2,48,20,1,1,1,1.45,807878
Queens,Astoria,1568,1,1,41,60,0,1,0,1.39,1290742
Staten Island,Annadale,468,4,4,21,34,0,0,0,0.74,885195
Brooklyn,Williamsburg,3144,1,2,22,47,1,0,1,2.1,2209683
Queens,Jamaica,2926,3,1,42,14,1,1,1,1.47,1524941
Brooklyn,Bushwick,3267,1,4,10,70,1,0,1,0.47,2792204
Manhattan,Harlem,2101,1,2,10,14,0,1,1,0.6,1869172
Brooklyn,Bay Ridge,1998,1,4,29,5,1,1,1,1.22,1441936
Manhattan,Midtown,2594,1,1,16,80,0,0,1,1.97,1975252
Manhattan,SoHo,2269,0,2,1,67,1,1,0,2.35,1861476
Brooklyn,DUMBO,1415,5,2,17,21,0,0,0,1.69,1752938
Queens,Jamaica,3056,4,2,30,31,1,1,1,1.31,1519292
Staten Island,Great Kills,845,3,4,26,21,0,1,0,0.7,945266
Staten Island,Stapleton,2668,4,4,46,26,0,0,0,1.71,1668704
Manhattan,Midtown,1801,0,1,19,14,0,0,0,2.46,1962323
Manhattan,Chelsea,2542,0,3,21,43,1,1,0,1.24,1833530
Queens,Jamaica,661,0,2,17,85,0,1,1,0.49,628133
Bronx,South Bronx,2248,5,2,46,91,0,0,1,0.35,1121308
Brooklyn,DUMBO,1296,0,1,40,8,1,1,0,0.75,1333477
Manhattan,SoHo,1494,1,2,21,33,0,0,1,1.47,1969097
Staten Island,Annadale,2666,4,4,41,99,0,0,0,2.37,1878930
Queens,Astoria,1956,2,4,40,72,1,0,0,0.82,1646911
Brooklyn,Park Slope,491,3,2,45,14,0,1,1,0.83,1023304
Queens,Jamaica,526,0,2,49,61,1,0,0,1.25,962795
Brooklyn,Park Slope,479,4,4,19,44,0,1,1,2.3,1039595
Brooklyn,Bay Ridge,2247,0,2,7,83,1,0,1,1.11,1189702
Manhattan,SoHo,1382,5,4,17,71,0,1,1,0.64,1817165
Queens,Forest Hills,1315,0,3,1,57,0,1,1,0.49,1257182
Queens,Astoria,2933,0,3,37,91,0,0,1,1.2,1640789
Staten Island,Tottenville,1093,0,2,6,18,1,0,1,2.02,695558
Staten Island,Tottenville,424,0,2,26,15,0,0,1,0.8,673756
Manhattan,Financial District,555,3,2,2,74,0,1,1,1.33,1537423
Manhattan,Midtown,3079,4,4,32,7,1,1,1,1.55,2125649
Bronx,Fordham,2212,5,3,48,32,1,1,0,1.18,1547528
Staten Island,New Dorp,1953,0,3,5,73,1,0,1,0.56,1068102
Brooklyn,Park Slope,2366,0,1,37,17,0,0,0,2.31,1565599
Queens,Flushing,2133,0,1,31,34,0,0,1,1.46,1220642
Manhattan,Chelsea,1480,0,2,12,42,0,0,0,1.85,1501229
Queens,Long Island City,2028,1,4,35,49,1,0,1,1.63,1363153
Queens,Jackson Heights,418,1,2,30,2,1,1,1,2.5,855886
Bronx,Pelham Bay,1807,2,3,48,90,0,0,1,1.2,1188653
Staten Island,New Dorp,1616,0,2,6,58,0,1,0,1.12,1227157
Manhattan,Harlem,2684,2,2,15,27,1,0,0,0.96,1917236
Queens,Flushing,1810,3,3,15,45,1,0,1,0.97,1701098
Manhattan,Chelsea,676,2,3,16,63,1,0,0,0.76,1548125
Brooklyn,Flatbush,1144,4,3,20,69,0,0,1,2.45,972863
Bronx,South Bronx,951,1,3,13,46,1,0,0,2.19,1047007
Brooklyn,Flatbush,1576,1,1,44,13,1,1,0,0.86,1392324
Manhattan,SoHo,1038,0,4,42,6,1,0,0,0.83,1965048
Manhattan,SoHo,636,0,4,46,73,1,1,1,0.35,1296522
Staten Island,Great Kills,1397,3,3,31,78,0,1,0,2.2,1063216
Queens,Jackson Heights,2502,5,4,34,30,1,1,0,0.99,1867555
Queens,Forest Hills,2403,3,4,29,92,0,1,1,1.47,1416267
Brooklyn,Flatbush,1859,4,4,3,80,0,0,1,2.26,1585968
Bronx,Pelham Bay,3131,0,4,9,50,1,0,0,1.08,1808420
Queens,Forest Hills,2556,0,3,11,28,1,0,0,2.04,1619040
Staten Island,Great Kills,1607,3,2,11,14,0,0,1,1.13,1490455
Brooklyn,Park Slope,1791,3,2,25,89,1,0,1,1.78,1902159
Brooklyn,Flatbush,2406,3,2,22,75,0,1,1,1.13,2193656
Staten Island,Great Kills,1621,1,1,42,24,1,0,1,1.04,1630087
Bronx,Norwood,1794,2,4,46,60,0,0,1,2.48,1140501
Staten Island,Great Kills,772,2,3,9,40,0,1,0,1.57,816552
Bronx,Riverdale,3420,0,3,20,68,0,0,1,0.98,1416995
Staten Island,Annadale,1920,1,1,21,3,1,0,1,0.72,1766925
Staten Island,St. George,2648,3,3,10,56,0,1,0,0.2,1109505
Manhattan,Midtown,1248,0,2,22,30,0,0,1,1.8,1617364
Brooklyn,Bushwick,2956,1,1,29,2,1,1,1,0.99,1707010
Staten Island,Tottenville,1745,4,3,9,66,1,1,1,2.07,1106840
Staten Island,Stapleton,2722,5,1,5,89,0,0,0,0.97,1123304
Queens,Long Island City,2658,1,1,40,49,0,1,1,1.0,1869831
Brooklyn,Williamsburg,903,0,3,11,16,1,0,1,1.97,1008479
Queens,Forest Hills,1102,2,2,1,59,0,0,1,1.27,1076217
Brooklyn,Williamsburg,2489,3,3,42,73,1,0,1,2.22,2271643
Queens,Flushing,714,5,4,1,65,1,1,0,1.52,1094967
Staten Island,Stapleton,3235,4,4,39,87,1,1,0,0.68,1433797
Staten Island,New Dorp,2776,5,3,46,74,0,1,1,1.46,2090014
Manhattan,Chelsea,1440,5,2,5,23,1,1,1,0.11,2103876
Queens,Jackson Heights,682,1,4,49,98,0,1,1,0.85,767124
Bronx,Riverdale,3390,0,4,22,86,0,1,1,0.6,2042673
Manhattan,Financial District,657,0,3,26,31,1,1,1,1.67,1581384
Queens,Astoria,974,5,3,6,86,1,1,1,0.43,1088846
Queens,Jamaica,973,3,3,32,97,1,1,1,0.8,864675
Manhattan,Chelsea,3059,0,1,48,18,1,1,0,0.9,2649551
Staten Island,Great Kills,1442,5,1,11,65,0,1,1,0.11,1240731
Queens,Forest Hills,1952,0,1,10,59,0,0,0,0.21,1130145
Staten Island,New Dorp,3284,3,3,47,65,1,1,0,0.85,2278067
Manhattan,Harlem,822,4,2,39,14,0,0,1,0.63,1832349
Staten Island,Tottenville,1889,5,4,34,84,1,0,0,0.38,1510511
Brooklyn,Williamsburg,1796,2,1,31,34,0,0,0,0.47,1501168
Bronx,Pelham Bay,1157,2,2,12,68,0,0,0,2.11,679112
Queens,Jackson Heights,3210,5,3,44,26,0,1,1,1.74,2561156
Bronx,Mott Haven,1504,1,1,16,87,1,0,0,1.26,1135325
Staten Island,Stapleton,1974,4,3,38,6,0,0,0,2.28,1320925
Queens,Astoria,2871,1,2,3,5,0,0,1,0.17,1726049
Staten Island,Great Kills,828,2,1,2,32,0,1,1,0.93,905658
Brooklyn,DUMBO,2421,3,1,5,57,0,0,0,2.08,1954061
Manhattan,Upper East Side,603,5,1,11,48,1,0,1,1.61,1592492
Queens,Forest Hills,2643,0,1,25,16,0,1,1,2.46,1757971
Brooklyn,Park Slope,3175,2,2,35,41,1,1,0,2.37,2517455
Brooklyn,DUMBO,2732,4,1,35,93,1,1,0,0.51,2267245
Queens,Long Island City,2392,2,4,22,71,0,1,0,2.43,1235335
Staten Island,Annadale,2643,4,4,37,39,0,1,1,2.37,1771058
Brooklyn,Bay Ridge,706,4,3,22,45,1,1,0,1.0,1224414
Bronx,Riverdale,2087,5,1,11,70,1,1,0,2.46,1387216
Brooklyn,Bushwick,413,4,4,32,69,1,1,1,0.19,995682
Staten Island,Stapleton,2260,1,4,35,67,0,1,1,1.69,1333012
Staten Island,New Dorp,2361,3,4,31,0,0,0,1,0.74,1533102
Bronx,Mott Haven,1480,2,2,45,78,1,1,1,0.41,920933
Brooklyn,Flatbush,1122,3,1,8,94,1,0,0,1.49,936318
Staten Island,Annadale,1179,0,2,20,88,1,0,0,0.84,953135
Queens,Jamaica,1633,2,2,42,96,0,1,0,1.7,1172579
Manhattan,Midtown,928,3,4,34,51,0,1,1,1.4,1690270
Manhattan,Chelsea,1197,3,4,4,34,1,1,0,1.04,1785164
Manhattan,Harlem,743,5,3,18,68,0,1,1,0.54,1629523
Brooklyn,Park Slope,1702,5,1,4,4,1,0,1,1.54,1638142
Bronx,Norwood,608,0,1,20,99,0,0,1,2.09,421452
Staten Island,Annadale,1040,4,4,9,16,1,1,0,1.54,985791
Queens,Forest Hills,1711,2,4,16,52,0,0,1,1.57,1571413
Queens,Flushing,2699,5,1,26,51,0,1,0,1.33,1832404
Brooklyn,Bushwick,2718,2,3,38,13,0,0,0,1.03,2245898
Manhattan,Harlem,2347,0,4,25,28,0,0,0,1.2,2308260
Brooklyn,Williamsburg,1319,5,3,4,7,0,1,1,2.47,1145732
Bronx,Riverdale,2123,5,2,41,97,0,1,0,1.9,1459353
Bronx,Riverdale,2444,4,4,45,0,0,0,0,1.13,1259434
Staten Island,Stapleton,818,2,2,41,28,1,1,1,1.2,1174018
Staten Island,Tottenville,2149,2,4,38,35,1,0,0,1.3,1316839
Bronx,South Bronx,3242,2,2,19,50,1,1,1,1.68,1835549
Bronx,Riverdale,1788,4,4,14,36,0,1,0,1.22,872682
Bronx,Riverdale,1499,5,3,21,92,0,1,1,1.75,1344396
Brooklyn,Bay Ridge,3172,0,3,15,68,0,1,1,0.89,2674429
Bronx,Fordham,2880,2,3,3,52,1,1,1,1.09,1204677
Queens,Jackson Heights,2556,3,2,37,95,1,1,1,2.17,1280527
Manhattan,SoHo,3088,4,3,46,51,1,1,1,0.89,2063943
Bronx,Fordham,1945,1,2,16,87,1,0,0,2.41,1411318
Manhattan,Harlem,1470,0,4,14,82,1,1,0,0.51,1642204
Brooklyn,Bay Ridge,2826,3,2,9,11,1,0,0,0.68,2018211
Manhattan,Harlem,2250,2,4,47,51,0,1,0,1.21,1704858
Brooklyn,Bay Ridge,1519,1,1,7,0,1,0,1,2.01,1509091
Queens,Long Island City,1357,0,1,14,6,0,1,1,1.86,1230273
Brooklyn,Williamsburg,502,4,1,6,16,1,1,0,0.52,1154636
Brooklyn,Bay Ridge,3339,1,2,21,97,1,0,1,0.67,2517413
Staten Island,New Dorp,3301,5,1,15,42,0,1,0,1.48,1410482
Bronx,Pelham Bay,1569,1,1,8,70,0,1,1,0.81,952633
Bronx,Mott Haven,2303,3,1,34,16,0,1,1,1.11,1694748
Queens,Flushing,3498,0,4,40,58,1,1,0,1.27,2024449
Queens,Jackson Heights,2155,3,3,1,2,1,1,0,1.53,1269680
Bronx,Mott Haven,2977,3,2,32,28,0,0,1,0.7,2148968
Staten Island,Great Kills,1078,2,1,49,21,1,1,0,0.49,1230644
Bronx,Pelham Bay,2368,4,4,5,37,0,0,0,1.06,1957750
Staten Island,Annadale,1388,1,3,30,53,1,0,0,0.3,1233410
Queens,Flushing,1505,0,3,22,92,1,0,0,1.36,966562
Manhattan,Chelsea,2875,5,3,20,49,1,0,1,2.12,2397494
Queens,Forest Hills,2007,4,4,16,68,0,0,1,0.39,1185351
Queens,Jackson Heights,3269,4,1,7,29,1,0,1,0.37,1852673
Brooklyn,Bushwick,1902,0,3,7,22,0,0,1,0.29,1326160
Brooklyn,Park Slope,2189,4,4,2,84,0,0,0,2.13,1311323
Brooklyn,DUMBO,1585,2,4,47,89,0,1,0,0.29,1760716
Brooklyn,Bushwick,1331,4,2,14,46,0,0,0,2.46,1529567
Staten Island,Tottenville,1825,2,4,31,20,0,1,1,0.96,1778277
Bronx,Fordham,1461,1,3,41,19,0,0,1,0.89,982758
Manhattan,Financial District,2378,1,3,14,22,0,0,1,0.32,2600777
Queens,Astoria,2958,3,4,5,67,0,1,1,1.51,1424092
Staten Island,New Dorp,2840,2,3,11,20,0,0,0,1.51,1697148
Manhattan,SoHo,2442,5,4,40,20,1,1,0,1.29,2559044
Staten Island,Annadale,3160,1,3,5,0,0,0,0,0.85,1737266
